SL,District,YEAR,Murder,Attempt to commit Murder,Culpable Homicide not amounting to Murder,Attempt to commit Culpable Homicide,Rape,Attempt to commit Rape,Kidnapping & Abduction_Total,Dacoity,Making Preparation and Assembly for committing Dacoity,Robbery,Criminal Trespass/Burglary,Theft,Unlawful Assembly,Riots,Criminal Breach of Trust,Cheating,Forgery,Counterfeiting,Arson,Grievous Hurt,Dowry Deaths,Assault on Women with intent to outrage her Modesty,Insult to the Modesty of Women,Cruelty by Husband or his Relatives,Importation of Girls from Foreign Country,Causing Death by Negligence,Offences against State,Offences promoting enmity between different groups,Extortion,Disclosure of Identity of Victims,Incidence of Rash Driving,HumanTrafficking,Unnatural Offence,Other IPC crimes,Total Cognizable IPC crimes
State: Andhra Pradesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Ariyalur,2016,19,20,0,0,3,0,5,0,0,10,16,40,0,20,0,9,0,1,4,2,1,9,0,3,0,138,0,0,0,0,480,0,0,686,1466
2,Chennai,2016,133,231,4,4,25,0,34,11,0,103,541,3070,384,94,13,262,106,45,21,40,5,63,3,178,0,1212,0,13,107,0,6471,1,0,3696,16870
3,Coimbatore,2016,55,25,0,0,7,0,15,4,0,76,97,206,0,30,3,52,3,0,8,8,1,25,0,50,0,746,0,0,0,0,1877,0,0,1287,4575
4,Coimbatore City,2016,27,21,0,0,0,0,8,1,0,87,121,472,44,37,4,109,4,1,8,30,1,19,0,37,0,302,0,9,14,0,1092,0,0,768,3216
5,Cuddalore,2016,46,53,1,0,17,0,12,5,2,18,107,262,0,80,1,119,0,2,14,76,1,39,0,39,0,547,0,0,0,0,3211,0,0,2449,7101
6,Dharmapuri,2016,31,24,5,0,3,0,63,4,0,20,64,122,0,52,3,26,0,0,6,9,0,26,2,10,0,350,0,0,0,0,1261,0,0,980,3061
7,Dindigul,2016,56,71,0,0,18,1,63,2,20,21,126,323,121,57,7,154,0,1,7,7,2,44,0,90,0,612,0,0,138,0,1557,0,0,2368,5866
8,Erode,2016,24,28,0,0,1,0,14,3,0,48,82,268,0,14,4,63,0,0,6,18,0,13,0,20,0,594,0,0,0,0,1917,0,0,1651,4768
9,Kanchipuram,2016,54,75,0,0,10,0,18,5,0,30,169,330,1,116,0,74,10,0,9,6,2,3,0,6,0,981,0,0,23,0,2526,0,0,3217,7665
10,Kanyakumari,2016,21,133,0,0,5,0,12,0,4,15,120,229,0,0,2,82,0,0,27,12,2,3,0,7,0,307,0,0,125,0,937,0,0,1519,3562
11,Karur,2016,19,15,0,0,1,0,4,0,0,26,59,137,0,26,0,21,0,0,4,3,0,14,0,1,0,353,0,0,0,0,873,0,0,804,2360
12,Krishnagiri,2016,53,46,1,0,5,2,34,7,2,34,104,241,0,55,0,48,0,0,12,13,5,15,0,15,0,575,0,0,0,0,1392,0,0,1536,4195
13,Madurai,2016,71,142,0,0,34,0,124,6,8,99,159,272,0,203,3,345,0,0,28,19,2,59,2,182,0,488,0,0,0,0,1708,0,0,2968,6922
14,Madurai City,2016,43,88,0,0,6,0,18,1,0,66,117,447,0,39,13,206,0,3,12,9,5,22,4,77,0,229,0,0,90,0,724,9,0,1753,3981
15,Nagapattinam,2016,44,79,0,0,15,0,46,1,0,23,66,121,0,43,0,9,0,0,8,9,0,15,1,13,0,257,0,0,0,0,1413,0,0,3105,5268
16,Namakkal,2016,41,39,0,0,3,2,47,2,0,40,80,116,0,29,2,38,0,0,5,7,0,27,1,12,0,524,0,0,0,0,1784,0,0,1087,3886
17,Nilgiris,2016,10,21,0,0,1,0,3,0,0,5,57,51,8,4,0,8,0,1,3,18,0,8,0,3,0,53,0,0,7,0,255,0,0,762,1278
18,Perambalur,2016,12,11,0,0,1,0,3,1,0,14,26,73,0,19,0,22,0,0,2,0,0,18,0,1,0,172,0,0,0,0,419,0,0,345,1139
19,Pudukottai,2016,33,38,1,0,2,0,17,1,0,22,54,116,40,27,11,22,8,0,10,25,6,20,0,17,0,363,0,0,2,0,960,0,0,1263,3058
20,Ramnathapuram,2016,30,105,1,0,9,0,12,0,0,18,118,157,0,57,2,84,0,0,25,23,0,15,2,17,0,279,0,0,0,0,721,0,0,2211,3886
21,Railway Chennai,2016,0,5,1,0,0,0,0,1,0,14,0,398,0,7,0,6,0,1,0,0,0,13,0,0,0,2,0,0,0,0,2,0,0,246,696
22,Railway Trichy,2016,1,4,0,0,0,0,0,0,0,20,0,85,0,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,41,159
23,Salem,2016,45,48,0,0,7,0,46,4,3,39,74,85,0,97,0,28,0,0,16,9,2,77,0,12,0,566,0,0,0,0,1936,0,0,1659,4753
24,Salem City,2016,22,41,0,0,3,0,5,2,0,50,50,114,0,29,2,43,3,0,0,9,1,8,0,19,0,216,0,0,93,0,1039,0,0,2046,3795
25,Sivagangai,2016,33,92,0,0,10,2,52,4,1,59,179,228,33,88,3,115,6,1,22,15,5,24,0,56,0,327,0,0,47,0,1013,0,0,2325,4740
26,Thanjavur,2016,66,64,0,0,7,0,35,0,8,141,152,251,0,118,8,51,0,1,33,9,1,53,0,24,0,462,0,0,0,0,1768,0,0,2970,6222
27,Theni,2016,34,57,2,0,4,0,15,2,0,16,116,201,0,87,0,87,0,1,16,6,3,11,0,52,0,255,0,0,7,0,1116,0,0,2762,4850
28,Thirunelveli,2016,89,265,2,0,15,0,34,3,0,33,274,390,0,0,3,174,11,3,55,17,2,41,0,44,0,475,0,4,161,0,1543,0,0,4032,7670
29,Thirunelveli City,2016,19,83,0,0,3,1,6,1,0,11,53,307,0,0,0,34,3,5,12,2,0,3,0,11,0,103,0,0,203,0,286,0,0,373,1519
30,Thiruvallur,2016,42,64,0,0,10,0,4,2,0,21,94,156,0,91,2,72,0,1,1,10,2,1,0,9,0,429,0,0,0,0,963,0,0,1898,3872
31,Thiruvannamalai,2016,43,79,5,0,10,7,56,1,17,16,102,270,29,102,4,68,9,1,20,16,1,4,2,34,0,445,0,0,3,0,1267,1,0,1469,4081
32,Thiruvarur,2016,21,56,0,0,2,0,19,0,0,38,45,106,0,27,0,26,0,0,15,6,0,7,3,9,0,179,0,0,0,0,862,0,0,1735,3156
33,Thoothukudi,2016,64,185,4,0,16,0,16,5,5,57,221,544,0,0,8,192,2,1,30,34,1,13,1,48,0,393,0,7,202,0,1176,0,0,2704,5929
34,Tiruppur,2016,36,15,0,0,2,0,13,6,0,78,83,102,20,14,9,42,3,1,13,7,0,11,0,22,0,739,0,0,9,0,1854,1,0,1107,4187
35,Tiruppur City,2016,21,24,0,0,0,0,4,1,1,49,64,269,0,4,11,42,0,0,2,1,0,5,0,7,0,181,0,0,9,0,633,0,0,580,1908
36,Trichy,2016,41,36,0,0,5,0,14,1,0,40,82,168,0,40,0,35,3,0,4,2,0,17,1,9,0,537,0,0,78,0,1198,0,0,1973,4284
37,Trichy City,2016,15,10,0,0,4,0,16,1,0,61,64,195,0,8,1,68,12,10,1,6,2,9,0,23,0,149,0,0,64,0,513,0,0,1057,2289
38,Vellore,2016,81,80,2,0,12,0,59,12,0,41,265,569,0,0,1,61,0,18,16,13,2,38,4,34,0,825,0,0,0,0,2420,0,0,3803,8356
39,Villupuram,2016,63,131,6,0,31,0,253,6,12,44,218,450,51,222,2,90,2,0,28,98,3,47,0,47,0,927,0,0,5,0,2986,0,0,3542,9264
40,Virudhunagar,2016,45,62,1,0,12,2,24,3,0,77,116,187,0,62,0,103,0,1,10,18,0,14,1,18,0,369,0,0,0,0,959,0,0,1956,4040
41,Cyber Cell,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
42,Other Units,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,Total District(s),,1603,2666,36,4,319,17,1223,109,83,1680,4535,12128,731,2002,122,3093,185,99,513,612,58,854,27,1256,0,16661,0,33,1387,0,55114,12,0,72734,179896
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
State: Telangana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Adilabad,2016,69,65,21,0,102,5,48,4,0,17,322,611,0,27,60,390,0,2,46,59,15,289,63,685,0,398,0,9,16,0,1518,3,0,3323,8167
2,Cyberabad,2016,162,130,21,4,229,16,184,17,0,324,1231,3364,24,16,177,2370,128,10,90,226,47,810,264,1865,0,1226,2,14,128,1,3333,0,3,5249,21665
3,Hyderabad City,2016,86,138,17,0,170,0,359,19,0,181,510,3061,6,39,113,2081,22,23,23,112,18,387,205,1311,0,461,0,6,63,0,2366,28,3,4934,16742
4,Karimnagar,2016,92,183,13,0,101,0,113,7,0,34,512,626,0,75,53,947,0,3,12,207,34,385,47,643,0,567,0,0,0,0,1204,0,0,4373,10231
5,Khammam,2016,53,101,6,0,148,6,171,4,0,13,306,575,0,89,24,367,39,0,47,85,19,476,107,567,0,593,0,2,56,0,2271,3,3,3048,9179
6,Mahaboob Nagar,2016,131,74,12,0,136,0,101,3,0,14,315,865,0,41,88,260,0,4,12,56,16,303,14,387,0,842,0,0,0,0,1204,0,0,3051,7929
7,Medak,2016,131,64,20,0,103,0,34,4,0,33,412,698,0,63,19,482,0,3,60,44,33,300,41,438,0,965,0,0,29,0,1255,0,0,3170,8401
8,Nalgonda,2016,115,123,8,0,112,6,82,2,0,25,361,550,0,46,57,590,0,4,65,160,17,316,84,382,0,726,0,0,8,0,1437,6,0,3709,8991
9,Nizamabad,2016,73,42,9,0,36,2,34,0,0,14,372,671,0,10,41,284,4,0,36,76,18,154,92,435,0,442,0,2,38,0,1009,0,1,1971,5866
10,Ranga Reddy,2016,46,32,2,0,38,0,20,0,0,5,69,136,0,11,2,96,0,4,16,20,6,55,10,156,0,200,0,0,2,0,205,0,0,729,1860
11,Secunderabad Railway,2016,5,1,0,0,1,0,2,0,0,3,1,984,0,1,0,46,0,6,0,0,5,2,2,0,0,1,0,0,16,0,0,0,0,60,1136
12,Warangal Rural,2016,59,73,6,0,74,4,140,2,0,7,181,243,0,68,4,237,0,1,19,94,11,185,34,96,0,369,0,0,0,0,538,0,1,2903,5349
13,Warangal City,2016,24,24,2,1,28,5,14,0,0,1,142,250,11,25,1,244,0,0,25,48,15,105,40,237,0,261,0,0,5,0,541,1,0,1425,3475
14,Total District(s),,1046,1050,137,5,1278,44,1302,62,0,671,4734,12634,41,511,639,8394,193,60,451,1187,254,3767,1003,7202,0,7051,2,33,361,1,16881,41,11,37945,108991
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
State: Tripura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Dhalai,2016,18,7,0,0,28,3,9,0,0,7,13,14,0,11,2,6,6,0,3,71,0,23,0,26,0,15,0,0,0,0,27,0,0,20,309
2,Gomati,2016,18,6,0,0,27,1,13,0,0,1,12,30,0,2,0,6,1,0,5,155,4,21,0,80,0,17,0,0,1,0,42,0,0,41,483
3,G. R. P.,2016,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8
4,Kowai,2016,10,1,0,0,18,5,10,0,0,0,12,13,0,2,1,3,0,1,3,93,3,16,0,30,0,19,0,0,0,0,23,0,0,18,281
5,North,2016,14,1,0,0,13,1,18,0,0,5,11,21,0,7,2,5,0,2,4,66,2,20,0,48,0,13,0,0,0,0,22,0,0,78,353
6,Sipahijala,2016,26,11,0,0,19,0,18,0,0,1,20,21,0,17,2,9,5,0,4,125,2,30,0,50,0,32,0,0,5,0,71,1,0,75,544
7,South,2016,15,10,2,0,24,6,20,0,0,0,16,15,0,12,9,16,2,0,4,130,2,27,0,70,0,12,0,0,4,0,50,0,0,60,506
8,Unakoti,2016,9,14,0,0,24,0,16,0,0,1,8,19,0,10,3,8,0,1,0,78,1,13,1,39,0,4,0,0,0,0,32,0,0,45,326
9,West,2016,35,8,0,0,54,0,35,1,0,7,47,110,0,16,11,26,18,0,11,206,5,63,0,87,0,58,0,1,13,0,125,0,1,185,1123
10,Total District(s),,145,58,2,0,207,16,139,1,0,22,142,244,0,78,30,79,33,4,34,925,19,214,1,430,0,170,0,1,23,0,392,1,1,522,3933
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
State: Uttar Pradesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Agra,2016,143,195,30,41,110,63,528,5,4,147,311,2993,0,392,104,212,192,18,35,249,86,414,0,565,0,479,0,5,41,0,608,7,12,2060,10049
2,Aligarh,2016,181,112,29,8,101,33,344,10,2,144,128,1356,0,173,106,213,0,6,23,183,57,224,0,279,0,407,0,3,28,0,396,2,6,1430,5984
3,Allahabad,2016,146,90,32,29,84,20,370,6,1,172,442,2260,62,112,133,352,0,5,36,310,69,283,2,364,0,464,0,0,114,0,647,0,14,3118,9737
4,Ambedkar Nagar,2016,34,42,11,32,48,2,115,1,1,29,42,140,38,69,25,68,0,1,14,199,11,50,1,6,0,121,0,0,21,0,75,0,2,619,1817
5,Amethi,2016,41,61,12,29,37,29,168,2,1,38,58,175,15,109,31,76,0,0,27,157,9,87,0,0,0,160,0,1,10,0,100,0,5,645,2083
6,Amroha,2016,44,60,19,38,93,81,104,1,0,49,35,317,0,52,16,67,0,3,9,76,13,131,0,181,0,193,0,2,9,0,163,0,0,542,2298
7,Auraiya,2016,45,75,11,33,19,6,167,7,0,55,66,326,0,64,25,70,0,0,14,51,27,95,0,151,0,221,0,0,31,0,234,0,2,728,2523
8,Azamgarh,2016,76,92,21,20,73,10,275,5,2,130,137,448,0,492,38,153,0,0,42,462,41,176,0,133,0,282,0,0,19,0,235,0,10,749,4121
9,Badaun,2016,83,103,21,48,97,6,264,1,0,51,60,406,0,6,21,82,0,0,10,427,45,201,0,97,0,285,0,3,0,0,286,0,6,1116,3725
10,Baghpat,2016,83,61,8,6,35,7,118,1,1,42,32,380,0,69,21,86,0,0,6,5,13,77,1,103,0,111,0,0,9,0,173,0,9,682,2139
11,Bahraich,2016,41,31,17,36,42,18,247,1,0,10,100,326,0,90,29,0,188,1,21,287,56,119,0,1,0,228,0,0,4,0,180,3,12,1370,3458
12,Ballia,2016,49,30,18,0,40,9,191,6,3,52,157,459,0,331,52,111,0,0,23,243,23,139,3,85,0,180,1,0,5,0,118,0,6,462,2796
13,Balrampur,2016,20,26,4,0,17,16,60,0,0,9,16,85,6,25,18,44,0,0,4,13,10,71,0,4,0,40,0,1,1,0,34,1,1,171,697
14,Banda,2016,35,18,17,10,41,0,89,1,0,6,38,191,0,44,21,44,0,1,6,51,24,89,0,71,0,148,0,0,6,0,172,0,2,379,1504
15,Barabanki,2016,63,24,13,0,29,0,237,5,1,31,54,222,0,29,40,118,0,1,6,426,44,77,0,150,0,333,0,0,4,0,244,0,3,557,2711
16,Bareilly,2016,115,122,25,22,125,250,424,6,0,96,169,1068,0,130,87,307,0,1,32,260,73,483,1,449,0,427,0,0,107,0,730,0,42,1385,6936
17,Basti,2016,28,26,22,0,35,9,153,2,0,20,74,135,0,52,32,47,0,0,14,115,31,67,0,0,0,193,0,0,6,0,131,0,1,563,1756
18,Bijnor,2016,97,105,10,42,125,58,242,3,0,66,95,607,0,109,43,0,155,0,22,36,22,177,0,173,0,291,0,7,45,0,285,0,47,814,3676
19,Bulandshahar,2016,138,174,21,6,113,15,295,13,2,172,143,1090,0,228,55,31,164,0,5,24,55,262,1,253,0,412,0,4,19,0,319,0,11,1218,5243
20,Chandoli,2016,21,23,10,14,28,3,82,2,0,25,36,161,13,73,37,64,0,0,19,230,26,75,0,76,0,136,2,0,15,0,68,0,2,394,1635
21,Chitrakoot,2016,20,15,8,12,28,8,101,1,0,8,44,98,2,21,8,22,0,0,8,26,25,99,0,46,0,79,0,0,16,0,147,0,0,433,1275
22,Deoria,2016,50,33,19,17,62,8,222,1,0,22,64,226,0,196,39,0,111,1,2,292,22,127,0,49,0,216,0,0,5,0,217,1,1,650,2653
23,Etah,2016,65,121,21,14,76,30,101,3,0,36,59,312,0,110,23,53,0,1,14,204,34,134,2,68,0,251,0,0,13,0,322,0,14,801,2882
24,Etawah,2016,61,115,13,38,38,9,191,7,1,69,85,761,1,38,55,114,0,2,8,60,44,131,0,185,0,331,0,0,14,0,412,1,9,827,3620
25,Faizabad,2016,63,31,11,3,41,8,173,9,3,81,81,394,0,51,36,158,0,1,36,223,19,103,0,9,0,228,0,3,22,0,220,0,1,738,2746
26,Fatehgarh,2016,58,71,6,21,32,13,145,4,3,31,70,281,0,25,26,31,0,2,13,76,42,91,0,197,0,151,0,0,11,0,182,1,7,1031,2621
27,Fatehpur,2016,46,33,21,37,60,25,181,3,0,39,82,274,0,62,43,110,94,3,4,318,39,174,0,96,0,325,0,1,8,0,335,0,2,992,3407
28,Firozabad,2016,80,200,20,13,41,11,301,6,0,80,94,857,0,242,78,181,0,0,10,414,66,109,0,179,0,350,0,2,22,0,362,1,7,1447,5173
29,G. R. P.,2016,24,13,4,4,7,1,26,8,1,381,0,6483,5,15,5,33,0,7,1,6,2,65,0,0,0,1,0,0,9,0,2,4,1,1185,8293
30,Gautambudh Nagar,2016,93,96,23,18,84,48,312,6,1,224,175,3863,2,176,135,461,0,8,14,19,24,208,7,262,0,346,1,1,62,0,693,1,24,2489,9876
31,Ghaziabad,2016,132,156,25,36,187,14,605,7,10,114,155,4520,0,93,161,416,0,12,3,28,40,287,1,526,0,420,1,3,37,0,482,1,13,2454,10939
32,Ghazipur,2016,49,64,20,20,43,51,160,1,3,60,102,245,47,83,21,90,0,0,8,363,18,102,3,86,0,159,0,0,18,0,75,0,3,520,2414
33,Gonda,2016,38,28,19,41,51,97,167,1,0,13,90,193,16,107,49,176,0,1,21,319,27,110,0,1,0,188,0,0,7,0,155,1,5,833,2754
34,Gorakhpur,2016,124,84,16,59,167,59,404,4,0,134,270,1108,25,490,118,378,0,2,18,338,53,240,0,0,0,353,0,0,20,0,474,1,13,1457,6409
35,Hamirpur,2016,33,30,11,14,37,0,76,2,0,16,45,116,0,16,14,49,0,0,9,130,21,103,0,57,0,136,0,0,9,0,116,0,1,413,1454
36,Hapur,2016,42,46,4,9,53,22,139,3,3,69,47,557,0,60,29,101,0,1,2,11,11,109,0,40,0,215,0,0,9,0,179,0,8,472,2241
37,Hardoi,2016,65,73,30,0,109,8,190,2,0,33,53,286,4,53,75,118,0,0,27,219,41,156,0,96,0,343,0,0,7,0,354,1,5,713,3061
38,Hathras,2016,59,41,12,21,32,27,119,2,0,22,59,344,0,88,39,120,0,1,5,85,24,105,0,165,0,191,0,1,24,0,197,0,4,666,2453
39,Jalaun,2016,40,42,4,7,33,28,74,2,0,27,56,190,0,38,10,44,0,3,12,8,33,120,1,45,0,91,0,0,37,0,102,0,5,215,1267
40,Jaunpur,2016,60,59,21,13,78,11,224,1,2,57,115,381,22,190,30,65,0,0,30,426,46,106,1,0,0,280,0,1,11,0,191,2,2,574,2999
